item_id,date,dateStata,dateISO,year,month,quintiles,mean_decile_price
210204,78,01-07-1994,1994-07-01,1994,7,4,.56837839
210204,78,01-07-1994,1994-07-01,1994,7,1,.37988371
210204,78,01-07-1994,1994-07-01,1994,7,3,.46844444
210204,79,01-08-1994,1994-08-01,1994,8,1,.38216865
210204,79,01-08-1994,1994-08-01,1994,8,5,.66789472
210204,79,01-08-1994,1994-08-01,1994,8,4,.56763154
210204,79,01-08-1994,1994-08-01,1994,8,3,.46486488
210204,80,01-09-1994,1994-09-01,1994,9,1,.38147366
210204,80,01-09-1994,1994-09-01,1994,9,5,.6697222
210204,80,01-09-1994,1994-09-01,1994,9,3,.46857142
210204,80,01-09-1994,1994-09-01,1994,9,4,.56242424
210204,81,01-10-1994,1994-10-01,1994,10,3,.47295454
210204,81,01-10-1994,1994-10-01,1994,10,1,.36739725
210204,81,01-10-1994,1994-10-01,1994,10,5,.653
210204,81,01-10-1994,1994-10-01,1994,10,2,.41833332
210204,81,01-10-1994,1994-10-01,1994,10,4,.55150002
210204,82,01-11-1994,1994-11-01,1994,11,4,.56548387
210204,82,01-11-1994,1994-11-01,1994,11,1,.37552941
210204,82,01-11-1994,1994-11-01,1994,11,3,.45571429
210204,82,01-11-1994,1994-11-01,1994,11,5,.67029411
210204,83,01-12-1994,1994-12-01,1994,12,2,.41839999
210204,83,01-12-1994,1994-12-01,1994,12,1,.37422535
210204,83,01-12-1994,1994-12-01,1994,12,5,.6668421
210204,83,01-12-1994,1994-12-01,1994,12,4,.56379306
210204,83,01-12-1994,1994-12-01,1994,12,3,.46891892
210204,84,01-01-1995,1995-01-01,1995,1,3,.47075
210204,84,01-01-1995,1995-01-01,1995,1,2,.41916665
210204,84,01-01-1995,1995-01-01,1995,1,1,.37535211
210204,84,01-01-1995,1995-01-01,1995,1,5,.66444445
210204,84,01-01-1995,1995-01-01,1995,1,4,.5632143
210204,85,01-02-1995,1995-02-01,1995,2,4,.57964283
210204,85,01-02-1995,1995-02-01,1995,2,3,.47
210204,85,01-02-1995,1995-02-01,1995,2,1,.37033331
210204,85,01-02-1995,1995-02-01,1995,2,5,.67121214
210204,85,01-02-1995,1995-02-01,1995,2,2,.41999999
210204,86,01-03-1995,1995-03-01,1995,3,4,.60254902
210204,86,01-03-1995,1995-03-01,1995,3,1,.37065572
210204,86,01-03-1995,1995-03-01,1995,3,2,.41941175
210204,86,01-03-1995,1995-03-01,1995,3,3,.46767443
210204,86,01-03-1995,1995-03-01,1995,3,5,.72812498
210204,87,01-04-1995,1995-04-01,1995,4,4,.60653061
210204,87,01-04-1995,1995-04-01,1995,4,3,.48456523
210204,87,01-04-1995,1995-04-01,1995,4,1,.36388057
210204,87,01-04-1995,1995-04-01,1995,4,5,.75235295
210204,87,01-04-1995,1995-04-01,1995,4,2,.41933331
210204,88,01-05-1995,1995-05-01,1995,5,3,.49000001
210204,88,01-05-1995,1995-05-01,1995,5,2,.42449999
210204,88,01-05-1995,1995-05-01,1995,5,1,.35457626
210204,88,01-05-1995,1995-05-01,1995,5,4,.6092
210204,88,01-05-1995,1995-05-01,1995,5,5,.75117648
210204,89,01-06-1995,1995-06-01,1995,6,1,.35672411
210204,89,01-06-1995,1995-06-01,1995,6,2,.47159421
210204,89,01-06-1995,1995-06-01,1995,6,4,.61019999
210204,89,01-06-1995,1995-06-01,1995,6,5,.74823529
210204,90,01-07-1995,1995-07-01,1995,7,1,.35111111
210204,90,01-07-1995,1995-07-01,1995,7,2,.47402596
210204,90,01-07-1995,1995-07-01,1995,7,4,.58217388
210204,90,01-07-1995,1995-07-01,1995,7,5,.67837834
210204,91,01-08-1995,1995-08-01,1995,8,5,.67702705
210204,91,01-08-1995,1995-08-01,1995,8,1,.34527272
210204,91,01-08-1995,1995-08-01,1995,8,4,.57148147
210204,91,01-08-1995,1995-08-01,1995,8,2,.42833331
210204,91,01-08-1995,1995-08-01,1995,8,3,.48941177
210204,92,01-09-1995,1995-09-01,1995,9,3,.49000001
210204,92,01-09-1995,1995-09-01,1995,9,4,.60294116
210204,92,01-09-1995,1995-09-01,1995,9,1,.34888887
210204,92,01-09-1995,1995-09-01,1995,9,5,.74733335
210204,92,01-09-1995,1995-09-01,1995,9,2,.42708331
210204,93,01-10-1995,1995-10-01,1995,10,2,.47042555
210204,93,01-10-1995,1995-10-01,1995,10,5,.74124998
210204,93,01-10-1995,1995-10-01,1995,10,4,.60377777
210204,93,01-10-1995,1995-10-01,1995,10,1,.32358974
210204,94,01-11-1995,1995-11-01,1995,11,3,.4890244
210204,94,01-11-1995,1995-11-01,1995,11,5,.71810812
210204,94,01-11-1995,1995-11-01,1995,11,1,.34399998
210204,94,01-11-1995,1995-11-01,1995,11,4,.56
210204,94,01-11-1995,1995-11-01,1995,11,2,.43789473
210204,95,01-12-1995,1995-12-01,1995,12,4,.59035712
210204,95,01-12-1995,1995-12-01,1995,12,1,.34245282
210204,95,01-12-1995,1995-12-01,1995,12,3,.48925927
210204,95,01-12-1995,1995-12-01,1995,12,5,.72735298
210204,95,01-12-1995,1995-12-01,1995,12,2,.44241378
210204,96,01-01-1996,1996-01-01,1996,1,4,.6045652
210204,96,01-01-1996,1996-01-01,1996,1,1,.34716666
210204,96,01-01-1996,1996-01-01,1996,1,3,.49000001
210204,96,01-01-1996,1996-01-01,1996,1,2,.44076923
210204,96,01-01-1996,1996-01-01,1996,1,5,.77958333
210204,97,01-02-1996,1996-02-01,1996,2,3,.5102703
210204,97,01-02-1996,1996-02-01,1996,2,1,.35387754
210204,97,01-02-1996,1996-02-01,1996,2,5,.86391306
210204,97,01-02-1996,1996-02-01,1996,2,2,.44079998
210204,97,01-02-1996,1996-02-01,1996,2,4,.66291666
210204,98,01-03-1996,1996-03-01,1996,3,1,.35403845
210204,98,01-03-1996,1996-03-01,1996,3,5,.8083784
210204,98,01-03-1996,1996-03-01,1996,3,3,.51181817
210204,98,01-03-1996,1996-03-01,1996,3,2,.44178569
